500.055677033749	7
500.070150312847	8
500.084623801611	15
500.099097500256	10
500.113571408566	11
500.12804552665	30
500.1425198544	26
500.156994391922	38
500.171469139219	8
500.18594409618	8
500.200419262916	20
500.214894639424	16
500.229370225598	9
500.243846021546	28
500.258322027159	23
500.272798242546	26
500.287274667706	42
500.30175130264	49
500.316228147239	23
500.330705201504	20
500.34518246565	24
500.359659939462	15
500.37413762294	19
500.3886155163	4
500.403093619324	3
500.417571932015	12
500.432050454479	2
500.446529186826	8
500.461008128729	1
500.475487280406	6
500.489966641858	14
500.504446212974	8
500.518925993865	3
500.533405984529	2
500.547886184967	15
500.562366595071	5
500.576847214841	6
500.591328044492	10
500.60580908381	5
500.620290332793	14
500.63477179155	4
500.64925346008	3
500.663735338385	0
500.678217426356	8
500.6926997241	41
500.70718223151	20
500.721664948695	6
500.736147875761	11
500.750631012385	20
500.765114358783	1
500.779597914847	0
500.794081680793	0
500.808565656405	0
500.823049841683	20
500.837534236843	6
500.852018841669	10
500.866503656161	14
500.880988680427	8
500.895473914467	20
500.909959358281	15
500.924445011761	12
500.938930875016	22
500.953416947936	29
500.967903230631	6
500.9823897231	17
500.996876425235	18
501.011363337144	20
501.025850458827	29
501.040337790285	28
501.0548253313	22
501.069313082198	42
501.083801042762	39
501.098289213101	68
501.112777593105	39
501.127266182884	35
501.141754982545	36
501.156243991765	24
501.170733210758	34
501.185222639526	30
501.199712277961	20
501.214202126169	21
501.228692184152	28
501.24318245191	30
501.257672929225	47
501.272163616423	25
501.286654513288	13
501.301145619927	25
501.31563693634	37
501.33012846242	2
501.344620198274	2
501.359112143795	6
501.37360429909	9
501.38809666416	20
501.402589239004	4
501.417082023407	4
501.4315750178	1
501.446068221752	17
501.460561635478	9
501.475055258871	1
501.489549092146	2
501.504043135088	5
501.518537387697	11
501.533031850188	8
501.547526522237	6
501.56202140417	9
501.576516495769	12
501.591011797143	5
501.605507308183	9
501.620003028998	0
501.634498959588	7
501.648995099845	5
501.663491449876	5
501.677988009682	12
501.692484779262	4
501.706981758402	0
501.721478947424	4
501.735976346113	8
501.750473954577	12
501.764971772707	4
501.779469800721	16
501.793968038401	18
501.808466485748	8
501.82296514287	8
501.837464009767	10
501.85196308633	3
501.866462372669	0
501.880961868783	1
501.895461574671	7
501.909961490118	1
501.924461615448	23
501.938961950554	20
501.953462495218	31
501.967963249765	17
501.982464213979	8
501.996965387969	37
502.011466771625	24
502.025968365056	9
502.040470168262	18
502.054972181244	15
502.069474403892	32
502.083976836315	36
502.098479478406	21
502.112982330272	46
502.127485391912	51
502.14198866322	37
502.156492144303	29
502.170995835053	19
502.185499735687	23
502.200003845987	37
502.214508165955	24
502.229012695698	9
502.243517435216	20
502.258022384401	16
502.272527543362	10
502.287032912098	13
502.301538490609	18
502.316044278788	12
502.330550276741	21
502.345056484362	14
502.359562901759	40
502.37406952893	23
502.388576365769	12
502.403083412275	3
502.417590668665	2
502.432098134722	18
502.446605810555	6
502.461113696055	1
502.475621791438	8
502.490130096489	8
502.504638611207	3
502.5191473357	0
502.53365626997	0
502.548165413906	6
502.562674767618	1
502.577184331106	12
502.591694104261	10
502.606204087191	8
502.620714279789	0
502.635224682271	0
502.649735294312	0
