500.037932746213	9
500.052405596949	4
500.066878657238	6
500.081351927402	8
500.095825407227	0
500.110299096821	4
500.124772996074	15
500.139247105205	26
500.153721423995	8
500.168195952554	16
500.182670690773	10
500.197145638653	5
500.211620796409	0
500.226096163825	0
500.240571740902	10
500.255047527855	5
500.269523524469	5
500.283999730744	8
500.298476146894	13
500.312952772706	14
500.327429608178	4
500.341906653526	2
500.356383908535	0
500.370861373312	0
500.38533904775	0
500.399816931849	3
500.414295025824	6
500.42877332946	0
500.443251842757	0
500.45773056593	0
500.472209498763	0
500.486688641366	4
500.501167993629	7
500.515647555661	0
500.530127327461	3
500.544607308922	10
500.559087500152	1
500.573567901151	7
500.58804851181	2
500.602529332238	6
500.617010362435	8
500.631491602293	0
500.645973051811	0
500.660454711207	0
500.674936580263	0
500.689418659087	0
500.703900947681	0
500.718383445828	0
500.732866153959	0
500.747349071644	2
500.761832198989	0
500.776315536211	1
500.790799083202	0
500.805282839746	3
500.819766806167	7
500.834250982249	11
500.8487353681	9
500.86321996372	10
500.877704769001	4
500.892189784051	2
500.906675008761	4
500.921160443241	1
500.93564608749	5
500.950131941508	1
500.964618005079	16
500.979104278527	8
500.993590761745	6
501.008077454515	0
501.022564357162	2
501.037051469471	24
501.051538791657	10
501.066026323396	18
501.080514064904	15
501.095002016181	48
501.109490177227	44
501.123978547935	15
501.138467128412	19
501.15295591855	9
501.167444918457	7
501.181934128134	25
501.196423547472	2
501.210913176687	12
501.225403015455	6
501.239893063993	0
501.254383322408	2
501.268873790376	0
501.283364468114	0
501.297855355621	2
501.312346452897	0
501.326837759835	7
501.341329276542	8
501.35582100291	0
501.370312939048	7
501.384805084956	0
501.399297440633	0
501.413790005971	0
501.428282781079	0
501.442775765848	0
501.457268960387	0
501.471762364695	0
501.486255978664	0
501.500749802404	0
501.515243835913	0
501.529738079083	7
501.544232532023	10
501.558727194624	0
501.573222067103	3
501.587717149244	20
501.602212441046	9
501.616707942618	1
501.63120365396	13
501.645699574963	8
501.660195705844	0
501.674692046278	7
501.689188596482	21
501.703685356564	7
501.7181823262	4
501.732679505713	0
501.747176894888	5
501.761674493725	2
501.77617230244	7
501.790670320708	0
501.805168548854	0
501.819666986662	1
501.83416563424	0
501.84866449148	0
501.863163558597	2
501.877662835268	5
501.892162321709	0
501.906662018029	11
501.921161923901	3
501.935662039652	0
501.950162365065	0
501.964662900139	0
501.979163645092	17
501.993664599707	15
502.008165763983	4
502.022667138137	9
502.037168721846	16
502.051670515432	13
502.066172518681	5
502.080674731699	24
502.095177154488	23
502.10967978683	12
502.124182629051	12
502.138685681041	9
502.153188942694	0
502.167692414009	13
502.182196095202	7
502.196699986057	3
502.211204086574	0
502.225708396969	2
502.240212916919	5
502.254717646746	0
502.269222586236	12
502.283727735496	6
502.298233094527	9
502.312738663219	2
502.327244441682	5
502.341750429807	2
502.356256627702	14
502.370763035367	12
502.385269652803	2
502.399776479793	1
502.414283516661	0
502.4287907633	5
502.443298219493	0
502.457805885564	2
502.472313761298	0
502.486821846802	3
502.501330142077	4
502.515838647014	0
502.530347361721	0
502.544856286199	11
502.559365420339	4
502.573874764141	0
502.588384317822	4
502.602894081166	10
502.61740405428	3
502.631914237056	1
502.646424629603	0
502.660935231921	7
502.6754460439	1
502.689957065651	0
502.704468297172	0
502.718979738356	2
502.73349138931	6
502.748003250035	0
502.762515320314	0
502.777027600472	8
502.791540090401	6
502.806052789992	1
502.820565699354	0
502.835078818379	0
502.849592147174	0
502.86410568574	0
502.878619433969	0
502.893133391968	0
502.907647559739	0
502.922161937171	0
502.936676524375	9
502.95119132135	8
502.965706327987	25
502.980221544395	13
502.994736970574	2
503.009252606415	0
503.023768452028	0
